title,description,coverImage,author,isbn,publisher,year,category,location,isHighlighted,isBorrowed,createdAt,updatedAt
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.","Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Redford Dyka,787778048-6,"Vandervort, Langosh and MacGyver",2005,Environment,Shelf C2,false,true,"{""$date"":""2025-06-16T01:28:20.000Z""}","{""$date"":""2025-06-16T01:28:20.000Z""}"
Aenean lectus.,"Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Denver Pickerin,502475510-3,Turner LLC,2007,Literature,Shelf B2,false,true,"{""$date"":""2024-12-27T11:28:12.000Z""}","{""$date"":""2024-12-27T11:28:12.000Z""}"
Praesent blandit lacinia erat.,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Cybil de Quesne,290795143-2,"Schuster, Metz and Pfannerstill",2007,Literature,Shelf C2,false,false,"{""$date"":""2025-04-16T20:55:11.000Z""}","{""$date"":""2025-04-16T20:55:11.000Z""}"
"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.","In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",https://greenvillejournal.com/wp-content/uploads/2024/12/books-iStock-1481862788-edited.jpg,Daren Nisard,029046813-2,Boyle LLC,1989,Psychology,Shelf B3,true,true,"{""$date"":""2025-09-09T17:46:46.000Z""}","{""$date"":""2025-09-09T17:46:46.000Z""}"
Proin at turpis a pede posuere nonummy.,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Frances McBain,396206022-7,"Mraz, Kuphal and Bradtke",2008,Psychology,Shelf B2,true,true,"{""$date"":""2025-04-25T16:16:53.000Z""}","{""$date"":""2025-04-25T16:16:53.000Z""}"
In congue.,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Eddy Lorryman,270609938-0,Balistreri LLC,1995,Environment,Shelf A3,true,true,"{""$date"":""2025-08-28T18:19:11.000Z""}","{""$date"":""2025-08-28T18:19:11.000Z""}"
Mauris ullamcorper purus sit amet nulla.,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Murdock Hows,504104589-5,"Prohaska, Runte and Erdman",1988,Business,Shelf C2,false,false,"{""$date"":""2024-12-21T02:13:01.000Z""}","{""$date"":""2024-12-21T02:13:01.000Z""}"
"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.","Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Cami Abramovicz,582702092-3,Osinski Inc,2006,Mathematics,Shelf C2,true,true,"{""$date"":""2025-07-26T21:55:51.000Z""}","{""$date"":""2025-07-26T21:55:51.000Z""}"
Praesent blandit.,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Elmore Jouandet,806298113-4,Rippin-Hahn,2003,Medicine,Shelf A1,true,false,"{""$date"":""2025-01-11T11:08:29.000Z""}","{""$date"":""2025-01-11T11:08:29.000Z""}"
Curabitur gravida nisi at nibh.,"Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Tobi Clewlowe,045408933-3,Bergstrom-Cummerata,1974,Health,Shelf B2,true,false,"{""$date"":""2025-08-08T11:49:13.000Z""}","{""$date"":""2025-08-08T11:49:13.000Z""}"
Quisque porta volutpat erat.,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Willa Basterfield,776520735-0,"Lowe, Bradtke and Hagenes",2006,Medicine,Shelf A3,true,true,"{""$date"":""2025-07-24T01:54:18.000Z""}","{""$date"":""2025-07-24T01:54:18.000Z""}"
Proin risus.,"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Jo Balassa,780398690-0,"Corwin, Lehner and O'Kon",2013,History,Shelf C2,false,false,"{""$date"":""2025-03-09T22:03:20.000Z""}","{""$date"":""2025-03-09T22:03:20.000Z""}"
"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.","Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Morena O'Harney,208998254-3,Brekke-Luettgen,2007,Philosophy,Shelf B2,false,true,"{""$date"":""2025-01-17T23:13:19.000Z""}","{""$date"":""2025-01-17T23:13:19.000Z""}"
Etiam vel augue.,"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Cairistiona Wankling,155516517-6,Ruecker Inc,2004,Philosophy,Shelf B2,false,true,"{""$date"":""2025-01-20T01:33:19.000Z""}","{""$date"":""2025-01-20T01:33:19.000Z""}"
"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.","Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Wrennie Heijnen,134662684-7,Harvey Group,1986,Education,Shelf B3,false,true,"{""$date"":""2025-09-26T10:15:04.000Z""}","{""$date"":""2025-09-26T10:15:04.000Z""}"
Donec vitae nisi.,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Bertine McCard,742987353-7,"Stokes, Schiller and Grimes",2011,Environment,Shelf B2,true,false,"{""$date"":""2025-03-06T15:21:22.000Z""}","{""$date"":""2025-03-06T15:21:22.000Z""}"
Suspendisse potenti.,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Tabbatha Ickeringill,899757617-8,Borer-Schiller,1998,Environment,Shelf A2,true,false,"{""$date"":""2024-12-14T03:36:31.000Z""}","{""$date"":""2024-12-14T03:36:31.000Z""}"
In blandit ultrices enim.,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Stafani Tender,144409374-6,Boehm LLC,1988,Religion,Shelf B3,false,false,"{""$date"":""2025-09-09T20:22:30.000Z""}","{""$date"":""2025-09-09T20:22:30.000Z""}"
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.","Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Liane Woolvin,150544339-3,"Jakubowski, Harber and Stark",2008,History,Shelf B3,true,true,"{""$date"":""2025-09-04T09:20:13.000Z""}","{""$date"":""2025-09-04T09:20:13.000Z""}"
"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.","Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",https://images.theconversation.com/files/45159/original/rptgtpxd-1396254731.jpg?ixlib=rb-4.1.0&q=45&auto=format&w=754&fit=clip,Xena Clarabut,037477030-1,"Feeney, Tremblay and Armstrong",2007,Technology,Shelf A3,true,false,"{""$date"":""2025-07-29T03:49:42.000Z""}","{""$date"":""2025-07-29T03:49:42.000Z""}"
Maecenas pulvinar lobortis est.,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Ricky Burgott,842094686-9,"Buckridge, Gorczany and Bayer",2002,Philosophy,Shelf A1,false,false,"{""$date"":""2025-04-21T08:02:25.000Z""}","{""$date"":""2025-04-21T08:02:25.000Z""}"
Aenean lectus.,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Reinaldos Baudinelli,916604440-5,Schneider-Stanton,2010,Philosophy,Shelf B2,true,true,"{""$date"":""2025-01-29T01:39:00.000Z""}","{""$date"":""2025-01-29T01:39:00.000Z""}"
Aliquam quis turpis eget elit sodales scelerisque.,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Hortense Kropp,647246988-1,Bauch-Kuvalis,2006,Psychology,Shelf C1,false,false,"{""$date"":""2025-01-04T10:28:39.000Z""}","{""$date"":""2025-01-04T10:28:39.000Z""}"
Integer ac leo.,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Smitty Hartland,315877110-1,"Emard, Quitzon and Bartell",1993,Law,Shelf C3,true,true,"{""$date"":""2024-11-18T16:45:22.000Z""}","{""$date"":""2024-11-18T16:45:22.000Z""}"
Curabitur in libero ut massa volutpat convallis.,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Lethia Dax,214546838-2,Farrell LLC,2009,Law,Shelf B1,false,true,"{""$date"":""2024-10-24T13:39:52.000Z""}","{""$date"":""2024-10-24T13:39:52.000Z""}"
